City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sulak,43.2734,47.5146,6.81,79,0,3.96,RU,1736750620
362,monrovia,6.3005,-10.7969,24.65,84,14,1.62,LR,1736750621
363,urengoy,65.9667,78.3667,-12.18,97,100,3.26,RU,1736750623
364,argo,37.6333,22.7333,7.05,91,100,4.83,GR,1736750621
365,holualoa,19.6228,-155.9522,21.42,86,58,1.35,US,1736750625
366,sinabang,2.4803,96.3801,23.78,96,100,0.57,ID,1736750626
367,mae hong son,19.3003,97.9685,24.08,46,20,1.54,TH,1736750628
368,luganville,-15.5333,167.1667,26.6,78,80,0.53,VU,1736750629
369,new plymouth,-39.0667,174.0833,16.84,100,0,4.07,NZ,1736750631
370,shakawe,-18.3667,21.85,22.05,88,100,1.12,BW,1736750632
371,heihe,50.2441,127.4902,-21.68,95,100,1.93,CN,1736750633
372,opuwo,-18.0607,13.84,26.68,33,26,0.66,NA,1736750635
373,cruz,-2.9178,-40.1717,24.18,91,81,1.89,BR,1736750637
374,brenham,30.1669,-96.3977,6.73,69,0,3.6,US,1736750638
375,banda aceh,5.5577,95.3222,25.02,87,100,4.7,ID,1736750640
376,saint peters,38.8003,-90.6265,-1.96,64,0,6.17,US,1736750540
377,polyarnyy,69.1989,33.4478,-7.85,85,100,4.27,RU,1736750642
378,masuguru,-11.3667,38.4167,24.27,88,100,1.04,TZ,1736750643
379,ishinomaki,38.4167,141.3,5.53,63,6,8.56,JP,1736750645
380,stornoway,58.2093,-6.3865,10.98,95,75,11.32,GB,1736750646
381,horsham,51.064,-0.3272,4.41,85,75,1.03,GB,1736750647
382,veraval,20.9,70.3667,25.57,39,0,6.64,IN,1736750650
383,nema,57.5067,50.5011,-6.48,96,100,2.39,RU,1736750651
384,karymskoye,51.6167,114.35,-11.61,83,90,3.14,RU,1736750653
385,yellandu,17.6,80.3333,30.01,33,1,2.21,IN,1736750654
386,akalkot,17.5333,76.2167,28.73,36,91,3.91,IN,1736750655
387,taranto,40.6167,17.25,6.22,92,100,2.24,IT,1736750644
388,palo alto,37.4419,-122.143,10.05,58,0,0.45,US,1736750659
389,acarau,-2.8856,-40.12,24.87,89,82,2.31,BR,1736750661
390,revda,56.801,59.9303,-3.57,76,100,1.28,RU,1736750663
391,kirensk,57.7853,108.1119,-23.25,93,99,1.77,RU,1736750664
392,tromso,69.6496,18.957,2.01,93,75,7.2,NO,1736750426
393,flin flon,54.7682,-101.865,-29.73,100,11,1.41,CA,1736750667
394,kisangani,0.5167,25.2,28.27,33,100,1.83,CD,1736750668
395,sept-iles,50.2001,-66.3821,-8.0,82,20,3.6,CA,1736750601
396,port douglas,-16.4833,145.4667,29.5,69,38,1.69,AU,1736750672
397,kill devil hills,36.0307,-75.676,0.55,82,0,1.54,US,1736750676
398,macusani,-14.0833,-70.4333,2.74,66,66,2.11,PE,1736750678
399,santana,-0.0583,-51.1817,25.1,94,40,2.06,BR,1736750679
400,tchibanga,-2.85,11.0333,23.8,94,100,0.86,GA,1736750680
401,la romana,18.4273,-68.9728,20.19,88,1,4.13,DO,1736750682
402,jalai nur,49.45,117.7,-17.07,89,90,1.73,CN,1736750683
403,nemuro,43.3236,145.575,-0.84,71,100,4.29,JP,1736750686
404,quellon,-43.1167,-73.6167,8.39,81,46,2.7,CL,1736750687
405,zaysan,47.4667,84.8667,-11.88,93,88,1.69,KZ,1736750688
406,malinyi,-8.9333,36.1333,27.88,71,100,0.57,TZ,1736750690
407,yuzhno-kurilsk,44.0306,145.8556,-2.31,84,100,2.2,RU,1736750691
408,ajka,47.102,17.5589,-0.53,75,12,7.32,HU,1736750692
409,cabinda,-5.55,12.2,27.08,94,75,0.0,AO,1736750694
410,segezha,63.7415,34.3222,-13.09,96,67,2.6,RU,1736750612
411,turkestan,43.3333,68.25,3.29,44,0,0.46,KZ,1736750696
412,ghat,24.9647,10.1728,12.73,38,98,2.47,LY,1736750698
413,yeppoon,-23.1333,150.7333,26.53,78,54,6.28,AU,1736750699
414,sabang,5.8933,95.3214,26.62,84,100,9.32,ID,1736750700
415,farmington,36.7281,-108.2187,-3.62,58,0,3.09,US,1736750702
416,diekirch,49.8678,6.1558,-1.99,88,6,1.99,LU,1736750703
417,porto velho,-8.7619,-63.9039,25.03,94,20,1.03,BR,1736750705
418,minot air force base,48.4209,-101.3391,-20.9,77,0,7.2,US,1736750706
419,itaituba,-4.2761,-55.9836,23.4,97,40,0.67,BR,1736750709
420,turpan,42.9333,89.1667,2.13,36,9,1.22,CN,1736750710
421,namibe,-15.1961,12.1522,21.67,79,55,2.41,AO,1736750711
422,cabo san lucas,22.8909,-109.9124,17.09,61,0,2.61,MX,1736750713
423,pukchil-lodongjagu,40.2019,125.7483,-6.14,77,100,1.42,KP,1736750714
424,novoazovs'k,47.1139,38.086,1.47,88,100,4.65,UA,1736750715
425,ouesso,1.6136,16.0517,25.78,41,100,1.33,CG,1736750717
426,mahina,-17.5065,-149.489,26.87,83,75,6.17,PF,1736750718
427,al kharijah,25.4514,30.5464,15.8,49,9,2.51,EG,1736750719
428,priego de cordoba,37.4381,-4.1952,3.34,61,1,1.8,ES,1736750720
429,bonthe,7.5264,-12.505,22.6,81,4,1.93,SL,1736750723
430,sete lagoas,-19.4658,-44.2467,17.84,95,38,2.41,BR,1736750725
431,zeya,53.75,127.2667,-20.13,94,100,0.98,RU,1736750726
432,walvis bay,-22.9575,14.5053,17.98,81,23,2.4,NA,1736750727
433,san luis de la loma,17.2706,-100.8939,22.93,81,2,1.45,MX,1736750728
434,sault ste. marie,46.5168,-84.3333,-0.84,93,100,1.54,CA,1736750592
435,mao,39.8885,4.2658,8.31,76,20,11.83,ES,1736750731
436,luba,3.4568,8.5547,26.92,80,77,1.97,GQ,1736750732
437,susuman,62.7833,148.1667,-43.05,100,91,0.42,RU,1736750734
438,pingliang,35.5392,106.6861,6.53,19,5,2.46,CN,1736750735
439,scottburgh,-30.2867,30.7532,22.18,85,100,3.13,ZA,1736750736
440,nyahururu,0.0421,36.3673,17.36,60,99,4.32,KE,1736750738
441,waynesville,35.4887,-82.9887,-3.27,66,62,3.13,US,1736750739
442,swift current,50.2834,-107.8014,-7.55,93,100,5.14,CA,1736750740
443,palmer,42.1584,-72.3287,-0.97,79,100,0.0,US,1736750742
444,aleksandrow kujawski,52.8766,18.6935,-6.16,97,40,1.36,PL,1736750743
445,umluj,25.0213,37.2685,23.99,29,0,3.19,SA,1736750744
446,bereket,39.2446,55.5154,11.44,37,100,1.82,TM,1736750745
447,yulinshi,38.2906,109.7494,0.39,32,11,2.12,CN,1736750747
448,howard springs,-12.497,131.047,27.68,64,100,4.18,AU,1736750748
449,meulaboh,4.1363,96.1285,25.5,88,100,2.38,ID,1736750749
450,varna,43.2167,27.9167,1.08,75,0,2.57,BG,1736750462
451,el alto,-4.2714,-81.2147,21.46,77,100,4.85,PE,1736750752
452,turbat,26.0023,63.044,22.64,36,0,3.98,PK,1736750753
453,puerto baquerizo moreno,-0.9,-89.6,23.44,88,65,4.04,EC,1736750755
454,akot,21.0964,77.0586,26.49,39,0,0.91,IN,1736750756
455,spring valley,36.108,-115.245,6.66,30,20,4.12,US,1736750757
456,osakarovka,50.565,72.5692,-6.38,75,5,2.12,KZ,1736750759
457,kukshi,22.2,74.75,23.75,30,0,3.13,IN,1736750760
458,sao joao de pirabas,-0.7747,-47.1772,23.72,93,97,2.37,BR,1736750761
459,torrington,41.8007,-73.1212,0.11,78,100,0.9,US,1736750583
460,frontera,26.9333,-101.45,9.94,58,99,0.45,MX,1736750764
461,sparti,37.0733,22.4297,12.75,96,100,3.37,GR,1736750765
462,rio de janeiro,-22.9028,-43.2075,22.98,83,75,2.06,BR,1736750529
463,tangalle,6.024,80.7911,29.58,67,50,5.01,LK,1736750768
464,serres,41.0856,23.5497,0.37,93,100,1.63,GR,1736750769
465,bamboo flat,11.7,92.7167,28.05,69,75,3.09,IN,1736750770
466,chakulia,22.4833,86.7167,27.59,26,0,1.88,IN,1736750772
467,sodra sandby,56.5667,16.6167,-5.06,82,100,5.6,SE,1736750773
468,westport,41.1415,-73.3579,1.87,70,100,2.06,US,1736750501
469,glace bay,46.1969,-59.957,-1.23,86,75,5.81,CA,1736750776
470,rawson,-43.3002,-65.1023,19.16,20,0,7.2,AR,1736750777
471,solnechniy,56.5438,48.4044,-4.08,96,100,2.66,RU,1736750778
472,goba,7.0167,39.9833,15.57,46,0,2.54,ET,1736750780
473,the pas,53.8251,-101.2541,-27.99,76,0,1.54,CA,1736750781
474,kamareddi,18.3167,78.35,27.55,36,100,3.5,IN,1736750782
475,el haouaria,37.05,11.0144,11.01,63,99,9.96,TN,1736750784
476,peterhead,57.5058,-1.7981,8.4,92,100,9.57,GB,1736750785
477,djibouti,11.5,42.5,23.49,58,55,7.2,DJ,1736750786
478,dodge city,37.7528,-100.0171,-2.64,86,5,1.34,US,1736750789
479,roma,43.2128,-75.4557,-2.41,89,75,2.57,US,1736750790
480,pergamino,-33.89,-60.5736,17.96,68,0,3.29,AR,1736750791
481,hilo,19.7297,-155.09,21.94,91,75,2.06,US,1736750793
482,kununurra,-15.7667,128.7333,25.99,94,75,11.83,AU,1736750794
483,aktau,43.65,51.2,5.32,70,100,1.05,KZ,1736750795
484,south cleveland,35.1412,-84.8722,-0.97,95,0,0.0,US,1736750797
485,moyale,3.5167,39.0584,27.97,28,55,8.52,KE,1736750798
486,port-vila,-17.7338,168.3219,26.78,83,75,2.06,VU,1736750730
487,danjiangkou,32.5428,111.5086,13.9,27,99,0.61,CN,1736750801
488,palikir - national government center,6.9248,158.1611,27.77,77,94,10.79,FM,1736750802
489,khanty-mansiysk,61.0042,69.0019,-3.94,86,75,6.0,RU,1736750803
490,horodyshche,49.2849,31.4451,-1.67,84,15,2.72,UA,1736750805
491,newborough,52.6389,-0.2233,2.49,91,100,4.63,GB,1736750806
492,muroto-misakicho,33.2833,134.15,10.99,54,0,7.23,JP,1736750807
493,zonguldak,41.25,31.8333,5.11,97,100,1.68,TR,1736750809
494,vorkuta,67.5,64.0,-17.0,94,100,6.97,RU,1736750810
495,huarmey,-10.0681,-78.1522,20.97,85,92,2.73,PE,1736750811
496,hukkyo-ri,38.7986,125.7919,2.57,56,97,2.09,KP,1736750814
497,helena-west helena,34.5291,-90.59,5.95,92,100,2.84,US,1736750815
498,manaure,11.7751,-72.4445,26.02,80,47,7.09,CO,1736750816
499,brezina,33.0989,1.2608,3.61,64,5,4.85,DZ,1736750818
500,santarem,-2.4431,-54.7083,26.07,94,40,2.06,BR,1736750819
501,ayancik,41.9447,34.5861,8.84,94,100,4.56,TR,1736750820
502,coyhaique,-45.5752,-72.0662,2.98,96,7,2.84,CL,1736750777
503,camayenne,9.535,-13.6878,23.05,88,13,2.06,GN,1736750823
504,vanimo,-2.6741,141.3028,28.94,71,98,1.95,PG,1736750824
505,urangan,-25.3,152.9,26.67,72,16,7.86,AU,1736750826
506,thunder bay,48.4001,-89.3168,-12.01,72,100,6.69,CA,1736750827
507,deshnoke,27.8,73.35,18.3,41,13,3.35,IN,1736750828
508,ust-tsilma,65.441,52.1498,-17.0,95,90,2.27,RU,1736750830
509,l'isle-jourdain,43.6144,1.0817,-2.04,89,6,3.12,FR,1736750831
510,khandyga,62.6667,135.6,-22.48,100,100,0.42,RU,1736750832
511,fort bragg,35.139,-79.006,-1.16,84,100,0.0,US,1736750834
512,lusambo,-4.9667,23.45,28.0,64,96,1.36,CD,1736750835
513,bel ombre,-4.6167,55.4167,26.43,71,49,3.07,SC,1736750836
514,st. paul,44.9444,-93.0933,-17.37,75,0,6.69,US,1736750484
515,saint-philippe,-21.3585,55.7679,27.93,66,0,5.6,RE,1736750839
516,chust,41.0094,71.2287,4.66,28,0,1.36,UZ,1736750842
517,bandar lampung,-5.4254,105.258,28.33,78,62,0.8,ID,1736750843
518,jalqani,12.4486,34.2186,26.2,38,6,3.75,SD,1736750845
519,jackson,42.4165,-122.8345,1.03,92,0,2.06,US,1736750575
520,mugia,43.1041,-9.2179,4.95,61,100,5.03,ES,1736750847
521,tobruk,32.0836,23.9764,13.9,56,87,8.24,LY,1736750849
522,letlhakeng,-24.0944,25.0298,25.39,63,100,3.52,BW,1736750850
523,leava,-14.3,-178.1667,27.8,73,20,5.87,WF,1736750852
524,wakimachi,34.0667,134.15,7.9,82,100,2.79,JP,1736750853
525,turki,51.987,43.2731,-3.04,93,72,3.81,RU,1736750855
526,lata,40.1629,-8.3327,3.98,73,100,2.57,PT,1736750856
527,svetlograd,45.3353,42.8547,7.71,67,100,2.72,RU,1736750857
528,that phanom,16.9364,104.7104,26.28,25,1,6.19,TH,1736750858
529,quelimane,-17.8786,36.8883,29.97,84,75,4.12,MZ,1736750860
530,fort st. john,56.2499,-120.8529,-0.06,59,20,4.12,CA,1736750861
531,onguday,50.75,86.15,-10.33,90,41,1.4,RU,1736750862
532,salinopolis,-0.6136,-47.3561,25.61,84,70,5.1,BR,1736750864
533,shimoda,34.6667,138.95,10.94,50,0,4.91,JP,1736750865
534,timbuktu,16.7735,-3.0074,18.3,18,74,3.3,ML,1736750866
535,sanming,26.2486,117.6186,18.73,19,0,1.65,CN,1736750869
536,zaragoza,41.6561,-0.8773,2.25,54,0,10.29,ES,1736750853
537,derzhavinsk,51.1,66.3167,-7.44,79,28,2.02,KZ,1736750873
538,chonchi,-42.6128,-73.8092,7.84,90,60,1.28,CL,1736750784
539,paradip garh,20.3167,86.6167,25.67,39,0,1.97,IN,1736750876
540,ayorou,14.7308,0.9174,16.1,25,37,3.9,NE,1736750877
541,oriximina,-1.7656,-55.8661,24.62,76,24,1.97,BR,1736750878
542,amarillo,35.222,-101.8313,-3.31,82,0,3.6,US,1736750400
543,shar'ya,58.3686,45.5144,-2.46,97,100,2.77,RU,1736750882
544,novomoskovs'k,48.6167,35.2,-0.24,80,10,1.56,UA,1736750884
545,side,36.7667,31.3885,16.9,75,33,6.54,TR,1736750885
546,santa terezinha,-29.9002,-50.0904,21.39,74,69,4.28,BR,1736750886
547,dunedin,-45.8742,170.5036,13.06,71,14,5.66,NZ,1736750888
548,dudinka,69.4058,86.1778,-18.66,94,100,10.21,RU,1736750889
549,batken,39.8333,71.0,1.77,49,0,1.39,KG,1736750890
550,rudnichnyy,59.617,52.4703,-7.16,93,100,2.54,RU,1736750892
551,cockburn town,21.4612,-71.1419,24.94,65,100,3.93,TC,1736750664
552,olinda,-8.0089,-34.8553,23.85,94,75,5.66,BR,1736750729
553,sitka,57.0531,-135.33,7.94,93,100,6.69,US,1736750896
554,eduardo castex,-35.915,-64.2945,23.79,33,0,5.68,AR,1736750897
555,barguzin,53.6167,109.6167,-14.78,96,100,3.96,RU,1736750898
556,kainantu,-6.2887,145.8655,21.21,83,96,0.9,PG,1736750900
557,enriquillo,17.9,-71.2333,21.62,85,3,3.29,DO,1736750901
558,bhamo,24.2667,97.2333,28.59,35,0,0.72,MM,1736750902
559,san miguel de cauri,-10.1,-76.5833,7.23,89,100,0.69,PE,1736750904
560,pionerskiy,54.9508,20.2275,-5.09,78,30,5.27,RU,1736750905
561,ciudad bolivar,8.1222,-63.5497,23.89,85,48,4.54,VE,1736750906
562,monte azul,-15.155,-42.8747,20.58,95,100,1.97,BR,1736750908
563,peace river,56.2501,-117.286,0.17,64,0,6.17,CA,1736750909
564,yarmouth,41.7057,-70.2286,-0.57,90,100,2.24,US,1736750910
565,khorixas,-20.3667,14.9667,24.11,27,100,0.77,NA,1736750912
566,vernon,50.2581,-119.2691,0.42,84,99,1.54,CA,1736750913
567,praia da vitoria,38.7333,-27.0667,17.14,94,40,6.12,PT,1736750915
568,mlowo,-9.0,32.9833,21.74,69,82,1.84,TZ,1736750917
569,tungi,23.89,90.4058,26.0,36,0,2.57,BD,1736750918
570,poronaysk,49.2167,143.1167,-12.53,99,85,1.82,RU,1736750919
571,zhezqazghan,47.7833,67.7667,-8.68,73,0,5.0,KZ,1736750920
572,kaa-khem,51.6833,94.7333,-16.85,92,39,0.81,RU,1736750922
573,pangai,-19.8,-174.35,27.06,65,20,3.09,TO,1736750923
574,brandon,27.9378,-82.2859,12.22,71,0,2.06,US,1736750926
575,sofifi,0.7349,127.576,26.41,87,100,5.67,ID,1736750927
576,podporozh'ye,60.9112,34.1706,-18.59,96,33,1.27,RU,1736750928
577,bikenibeu village,1.3673,173.1241,27.36,83,20,9.15,KI,1736750930
578,kenai,60.5544,-151.2583,5.05,83,100,3.6,US,1736750931
